PX,Main,Midblock Route,Side 1 Route,Side 2 Route,Activation Date,latitude,longitude,Count Date,8HrVehVol,8HrPedVol
2290,JANE ST,,WRIGHT AVE,PRIVATE ACCESS,28-Sep-2011,43.70085,-79.50322,2/2/2012,16521,670
2297,MIDLAND AVE,,EMBLEM CRT,,14-Sep-2011,43.77893,-79.27544,2/7/2012,10778,173
2302,TORO RD,,TANGIERS RD,,30-Sep-2011,43.76045,-79.48731,2/8/2012,4630,52
2303,TANGIERS RD,,YORK UNIVERSITY BUSWAY,,22-Sep-2011,43.766976,-79.489708,2/9/2012,3016,23
2306,YONGE ST,,ROXBOROUGH ST W,,20-Mar-2012,43.67822,-79.39,6/18/2012,12138,1458
2319,BRIMLEY RD,,ST ANDREWS RD,APPLEFIELD DR,30-May-2012,43.76212,-79.25833,9/6/2012,13987,404
2323,DORIS AVE,50m SOUTH OF,HOLLYWOOD AVE,,01-Dec-2011,43.7657779,-79.40908179,10/18/2012,8357,1111
2347,LANSDOWNE AVE,,SEAFORTH AVE,,24-Jul-2013,43.642696,-79.437452,3/8/2012,5629,1454
2366,DUNDAS ST W,,STERLING RD,PRIVATE ACCESS,05-Nov-2013,43.650654,-79.443039,1/24/2012,12167,782
2374,BAY ST,,CUMBERLAND ST,,20-Mar-2014,43.670549,-79.389803,9/5/2012,9558,8210
4001,QUEENS QUAY W,,LOWER SPADINA AVE,,22-Aug-1990,43.63767,-79.39191,6/7/2012,8423,2887
4003,QUEENS QUAY W,,REES ST,ROBERTSON CRES,18-Jun-1990,43.63879752,-79.38677241,2/15/2012,6665,2434
4006,QUEENS QUAY W,100m EAST OF,YORK ST,PRIVATE ACCESS,08-Feb-1990,43.64032332,-79.37927887,8/7/2012,8445,5499
